Timestamp,1.เนื้อลิปสติกที่คุณเลือกให้เข้ากับลุคการแต่งหน้า,2.โทนสีลิปสติกที่คุณเลือกใช้,4.ราคาของลิปสติกตามเนื้อลิปที่เลือกด้านบน ,1.ช่วงอายุของคุณ,2.โทนสีผิวของคุณ,3.ลักษณะผิวริมฝีปากของคุณ,4.มีปัญหาปากแห้ง แตก หรือเป็นขุยหรือไม่,2.สไตล์การแต่งหน้าของคุณกับเนื้อลิปสติกที่เลือกใช้ด้านบน,1.สไตล์ของเสื้อผ้าที่คุณเลือกใส่ให้เข้ากับสีลิปสติก,6.จากเนื้อลิปสติกที่คุณเลือกใช้ คุณใช้เพื่อออกไปทำกิจกรรมใด,7.ช่วงเวลาที่คุณใช้ทำกิจกรรมดังกล่าว,3.ความถี่ในการเติมลิปสติกโดยประมาณระหว่างวันของคุณ,4.การใช้สีในการทาลิปสติกของคุณ,3.ความมันของเนื้อลิปสติกที่คุณเลือกใช้,5.ลักษณะการทาลิปสติกของคุณ
3/1/2021 21:55:09,ลิปมันและลิปบาล์ม,โทนสีชมพู,201-500,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/1/2021 21:56:42,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีชมพู,201-500,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/1/2021 22:03:56,ลิปเนื้อแมตต์,โทนน้ำตาล,501-800,25 - 35,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปออกงานสำคัญ,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,2,ทาแบบเต็มปาก
3/1/2021 22:04:10,ลิปมันและลิปบาล์ม,โทนสีชมพู,น้อยกว่า 200,25 - 35,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปออกงานสำคัญ,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/1/2021 22:05:34,ลิปเนื้อแมตต์,โทนสีส้ม,201-500,25 - 35,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/1/2021 22:05:54,ลิปเนื้อซาตินและเนื้อเชียร์,โทนน้ำตาล,201-500,น้อยกว่า 15,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,2,ทาแบบเบลอขอบปาก
3/1/2021 22:05:55,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีนู้ด,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางคืน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเกินขอบปาก
3/1/2021 22:06:01,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,201-500,25 - 35,ผิวสองสี,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปทำงาน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเต็มปาก
3/1/2021 22:07:55,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,น้อยกว่า 200,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
3/1/2021 22:08:12,ลิปเนื้อแมตต์,โทนสีส้ม,201-500,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/1/2021 22:08:26,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,น้อยกว่า 200,น้อยกว่า 15,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปออกงานสำคัญ,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,2,ทาแบบเบลอขอบปาก
3/1/2021 22:08:59,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีนู้ด,201-500,25 - 35,ผิวสองสี,ริมฝีปากอมชมพู,มี,สไตล์ฝรั่ง,วินเทจ,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
3/1/2021 22:09:05,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีชมพู,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปออกงานสำคัญ,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,4,ทาแบบเต็มปาก
3/1/2021 22:09:41,ลิปเนื้อแมตต์,โทนสีส้ม,น้อยกว่า 200,15 - 24,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเต็มปาก
3/1/2021 22:10:27,ลิปเนื้อแมตต์,โทนสีนู้ด,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปออกงานสำคัญ,กลางคืน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/1/2021 22:12:28,ลิปเนื้อแมตต์,โทนสีชมพู,501-800,15 - 24,ผิวขาวอมชมพู,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปออกงานสำคัญ,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,5,ทาแบบเต็มปาก
3/1/2021 22:13:19,ลิปมันและลิปบาล์ม,โทนสีชมพู,น้อยกว่า 200,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/1/2021 22:13:32,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,น้อยกว่า 200,25 - 35,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเที่ยว,กลางคืน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/1/2021 22:13:50,ลิปมันและลิปบาล์ม,โทนสีแดง,น้อยกว่า 200,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเบลอขอบปาก
3/1/2021 22:14:19,ลิปเนื้อแมตต์,โทนสีชมพู,201-500,มากกว่า 35,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/1/2021 22:14:55,ลิปมันและลิปบาล์ม,โทนสีนู้ด,น้อยกว่า 200,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปออกงานสำคัญ,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
3/1/2021 22:18:04,ลิปกลอสและลิปทินส์,โทนสีชมพู,201-500,น้อยกว่า 15,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเบลอขอบปาก
3/1/2021 22:20:57,ลิปกลอสและลิปทินส์,โทนสีชมพู,201-500,น้อยกว่า 15,ผิวขาวอมชมพู,ริมฝีปากอมชมพู,ไม่มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,2,ทาแบบเต็มปาก
3/1/2021 22:21:52,ลิปไลเนอร์,โทนสีแดง,501-800,น้อยกว่า 15,ผิวคล้ำ,ริมฝีปากสีคล้ำ,มี,สไตล์เกาหลี,วินเทจ,เพื่อไปออกกำลังกาย,กลางคืน,มาก (มากว่า 2 ครั้ง),สีเดียว,3,ทาแบบเกินขอบปาก
3/1/2021 22:24:00,ลิปกลอสและลิปทินส์,โทนสีส้ม,201-500,น้อยกว่า 15,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเต็มปาก
3/1/2021 22:24:07,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีชมพู,น้อยกว่า 200,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเต็มปาก
3/1/2021 22:24:08,ลิปกลอสและลิปทินส์,โทนสีแดง,201-500,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์เกาหลี,มินิมอล,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,2,ทาแบบเบลอขอบปาก
3/1/2021 22:24:11,ลิปกลอสและลิปทินส์,โทนสีแดง,201-500,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์เกาหลี,มินิมอล,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,2,ทาแบบเบลอขอบปาก
3/1/2021 22:24:23,ลิปเนื้อครีม,โทนสีแดง,น้อยกว่า 200,25 - 35,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์เกาหลี,อเมริกัน,เพื่อไปออกงานสำคัญ,กลางคืน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,3,ทาแบบเต็มปาก
3/1/2021 22:24:58,ลิปเนื้อแมตต์,โทนสีส้ม,น้อยกว่า 200,น้อยกว่า 15,ผิวสองสี,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
3/1/2021 22:24:58,ลิปเนื้อแมตต์,โทนสีนู้ด,201-500,น้อยกว่า 15,ผิวสองสี,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ฝรั่ง,สตรีท,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเกินขอบปาก
3/1/2021 22:25:27,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีชมพู,201-500,25 - 35,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,4,ทาแบบเบลอขอบปาก
3/1/2021 22:25:41,ลิปกลอสและลิปทินส์,โทนสีแดง,น้อยกว่า 200,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเบลอขอบปาก
3/1/2021 22:26:28,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีชมพู,น้อยกว่า 200,น้อยกว่า 15,ผิวแทน,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปออกงานสำคัญ,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเบลอขอบปาก
3/1/2021 22:26:52,ลิปเนื้อแมตต์,โทนสีนู้ด,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ฝรั่ง,เกาหลี,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเกินขอบปาก
3/1/2021 22:27:28,ลิปเนื้อแมตต์,โทนน้ำตาล,น้อยกว่า 200,น้อยกว่า 15,ผิวสองสี,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปออกงานสำคัญ,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเบลอขอบปาก
3/1/2021 22:28:47,ลิปมันและลิปบาล์ม,โทนสีนู้ด,น้อยกว่า 200,น้อยกว่า 15,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,4,ทาแบบเต็มปาก
3/1/2021 22:28:57,ลิปมันและลิปบาล์ม,โทนสีส้ม,น้อยกว่า 200,มากกว่า 35,ผิวขาวอมชมพู,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปทำงาน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเต็มปาก
3/1/2021 22:30:56,ลิปกลอสและลิปทินส์,โทนสีแดง,201-500,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,2,ทาแบบเบลอขอบปาก
3/1/2021 22:31:26,ลิปเนื้อแมตต์,โทนสีส้ม,201-500,น้อยกว่า 15,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
3/1/2021 22:32:17,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีนู้ด,201-500,น้อยกว่า 15,ผิวสองสี,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเต็มปาก
3/1/2021 22:33:30,ลิปเนื้อแมตต์,โทนสีชมพู,201-500,น้อยกว่า 15,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเต็มปาก
3/1/2021 22:34:25,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,201-500,25 - 35,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,2,ทาแบบเบลอขอบปาก
3/1/2021 22:34:30,ลิปเนื้อแมตต์,โทนสีนู้ด,น้อยกว่า 200,น้อยกว่า 15,ผิวสองสี,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
3/1/2021 22:35:44,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีแดง,น้อยกว่า 200,น้อยกว่า 15,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์เกาหลี,วินเทจ,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,3,ทาแบบเบลอขอบปาก
3/1/2021 22:41:31,ลิปเนื้อแมตต์,โทนสีชมพู,น้อยกว่า 200,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,2,ทาแบบเต็มปาก
3/1/2021 22:41:33,ลิปมันและลิปบาล์ม,โทนสีชมพู,501-800,น้อยกว่า 15,ผิวแทน,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเบลอขอบปาก
3/1/2021 22:43:11,ลิปมันและลิปบาล์ม,โทนสีส้ม,น้อยกว่า 200,น้อยกว่า 15,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปออกงานสำคัญ,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,1,ทาแบบเต็มปาก
3/1/2021 22:43:29,ลิปเนื้อแมตต์,โทนสีนู้ด,201-500,25 - 35,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ฝรั่ง,วินเทจ,เพื่อไปเที่ยว,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,2,ทาแบบเกินขอบปาก
3/1/2021 22:46:35,ลิปกลอสและลิปทินส์,โทนสีนู้ด,201-500,25 - 35,ผิวขาวอมชมพู,ริมฝีปากอมชมพู,มี,สไตล์ฝรั่ง,สตรีท,เพื่อไปทำงาน,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,5,ทาแบบเบลอขอบปาก
3/1/2021 22:47:49,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,201-500,25 - 35,ผิวขาวอมชมพู,ริมฝีปากอมชมพู,มี,สไตล์ฝรั่ง,อเมริกัน,เพื่อไปออกงานสำคัญ,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,2,ทาแบบเต็มปาก
3/1/2021 22:49:10,ลิปกลอสและลิปทินส์,โทนสีแดง,201-500,น้อยกว่า 15,ผิวแทน,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,3,ทาแบบเบลอขอบปาก
3/1/2021 22:52:21,ลิปเนื้อแมตต์,โทนสีส้ม,มากกว่า 800,มากกว่า 35,ผิวสองสี,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,4,ทาแบบเต็มปาก
3/1/2021 22:59:16,ลิปมันและลิปบาล์ม,โทนสีส้ม,น้อยกว่า 200,มากกว่า 35,ผิวสองสี,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,อเมริกัน,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเกินขอบปาก
3/1/2021 23:02:34,ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีแดง,201-500,25 - 35,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,5,ทาแบบเต็มปาก
3/1/2021 23:04:06,ลิปเนื้อแมตต์,โทนสีส้ม,น้อยกว่า 200,15 - 24,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเต็มปาก
3/1/2021 23:07:36,ลิปเนื้อครีม,โทนสีส้ม,น้อยกว่า 200,15 - 24,ผิวขาวอมชมพู,ริมฝีปากอมชมพู,มี,สไตล์เกาหลี,เกาหลี,เพื่อไปเที่ยว,กลางคืน,ปานกลาง (1-2 ครั้ง),สีเดียว,5,ทาแบบเบลอขอบปาก
3/1/2021 23:08:18,ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีนู้ด,201-500,มากกว่า 35,ผิวขาวอมชมพู,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเรียน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,1,ทาแบบเบลอขอบปาก
3/1/2021 23:09:14,ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีชมพู,201-500,25 - 35,ผิวขาวเหลือง,ริมฝีปากซีด,ไม่มี,สไตล์ฝรั่ง,มินิมอล,เพื่อไปทำงาน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,3,ทาแบบเบลอขอบปาก
3/1/2021 23:11:40,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,501-800,25 - 35,ผิวขาวอมชมพู,ริมฝีปากอมชมพู,ไม่มี,สไตล์เกาหลี,วินเทจ,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,5,ทาแบบเต็มปาก
3/1/2021 23:14:05,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนสีส้ม,201-500,25 - 35,ผิวขาวเหลือง,ริมฝีปากสีคล้ำ,มี,สไตล์ญี่ปุ่น,วินเทจ,เพื่อไปทำงาน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,5,ทาแบบเต็มปาก
3/1/2021 23:14:57,ลิปกลอสและลิปทินส์,โทนสีนู้ด,501-800,15 - 24,ผิวแทน,ริมฝีปากซีด,มี,สไตล์ฝรั่ง,วินเทจ,เพื่อไปเรียน,กลางคืน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,5,ทาแบบเต็มปาก
3/1/2021 23:19:53,ลิปเนื้อแมตต์,โทนสีชมพู,201-500,มากกว่า 35,ผิวสองสี,ริมฝีปากสีคล้ำ,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเต็มปาก
3/1/2021 23:21:14,ลิปกลอสและลิปทินส์,โทนสีส้ม,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,สตรีท,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,3,ทาแบบเบลอขอบปาก
3/1/2021 23:24:32,ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีนู้ด,201-500,25 - 35,ผิวแทน,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปทำงาน,กลางวัน,ปานกลาง (1-2 ครั้ง),สีเดียว,1,ทาแบบเต็มปาก
3/1/2021 23:24:48,ลิปกลอสและลิปทินส์,โทนสีแดง,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,เกาหลี,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,4,ทาแบบเบลอขอบปาก
3/1/2021 23:25:16,ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีชมพู,201-500,15 - 24,ผิวขาวเหลือง,ริมฝีปากซีด,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/1/2021 23:36:37,ลิควิดลิปสติก หรือ ลิปจิ้มจุ่ม,โทนน้ำตาล,น้อยกว่า 200,มากกว่า 35,ผิวคล้ำ,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ฝรั่ง,วินเทจ,เพื่อไปทำงาน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,1,ทาแบบเต็มปาก
3/1/2021 23:49:56,ลิปมันและลิปบาล์ม,โทนสีชมพู,น้อยกว่า 200,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/1/2021 23:50:03,ลิปมันและลิปบาล์ม,โทนสีชมพู,น้อยกว่า 200,น้อยกว่า 15,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปเรียน,กลางวัน,มาก (มากว่า 2 ครั้ง),สีเดียว,3,ทาแบบเต็มปาก
3/1/2021 23:58:39,ลิปเนื้อซาตินและเนื้อเชียร์,โทนสีแดง,201-500,25 - 35,ผิวขาวเหลือง,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,มาก (มากว่า 2 ครั้ง),ผสมสี,2,ทาแบบเบลอขอบปาก
3/2/2021 0:42:32,ลิปเนื้อแมตต์,โทนสีนู้ด,201-500,15 - 24,ผิวขาวอมชมพู,ริมฝีปากอมชมพู,มี,สไตล์ฝรั่ง,สตรีท,เพื่อไปออกงานสำคัญ,กลางวัน,น้อย (ไม่เติมระหว่างวัน),ผสมสี,1,ทาแบบเบลอขอบปาก
3/2/2021 1:54:15,ลิปเนื้อแมตต์,โทนสีนู้ด,น้อยกว่า 200,25 - 35,ผิวแทน,ริมฝีปากสีคล้ำ,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปทำงาน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเต็มปาก
3/2/2021 4:16:31,ลิปเนื้อแมตต์,โทนสีแดง,201-500,25 - 35,ผิวสองสี,ริมฝีปากซีด,ไม่มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเที่ยว,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,2,ทาแบบเต็มปาก
3/2/2021 5:15:14,ลิปมันและลิปบาล์ม,โทนสีส้ม,201-500,25 - 35,ผิวขาวเหลือง,ริมฝีปากอมชมพู,ไม่มี,สไตล์ธรรมชาติ,วินเทจ,เพื่อไปทำงาน,กลางวัน,น้อย (ไม่เติมระหว่างวัน),สีเดียว,3,ทาแบบเต็มปาก
3/2/2021 5:18:36,ลิปมันและลิปบาล์ม,โทนสีชมพู,น้อยกว่า 200,น้อยกว่า 15,ผิวขาวอมชมพู,ริมฝีปากอมชมพู,มี,สไตล์ธรรมชาติ,มินิมอล,เพื่อไปเรียน,กลางวัน,ปานกลาง (1-2 ครั้ง),ผสมสี,3,ทาแบบเต็มปาก
